City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,karratha,-20.7377,116.8463,85.5,66,13,13.0,AU,1613825121
365,ishigaki,24.3448,124.1572,65.3,56,98,8.63,JP,1613825270
366,wladyslawowo,54.7909,18.4009,41.0,75,0,9.22,PL,1613825270
367,deputatskiy,69.3,139.9,-31.43,86,7,1.97,RU,1613824777
368,axim,4.8699,-2.2405,85.19,68,36,7.47,GH,1613824858
369,simao dias,-10.7383,-37.8111,87.39,43,100,9.46,BR,1613825271
370,kahului,20.8947,-156.47,69.01,94,1,12.71,US,1613824564
371,barinas,8.6226,-70.2075,75.74,61,94,7.78,VE,1613825271
372,bulgan,48.8125,103.5347,32.68,79,38,14.63,MN,1613825271
373,hay river,60.8156,-115.7999,-0.4,85,100,6.91,CA,1613824935
374,posse,-14.0931,-46.3694,71.56,91,100,8.48,BR,1613825271
375,ruiz,21.95,-105.15,41.0,100,1,3.67,MX,1613825272
376,sagua la grande,22.8067,-80.0756,71.6,94,40,8.05,CU,1613825272
377,corral nuevo,18.1146,-95.1154,59.05,82,81,9.86,MX,1613825272
378,lazaro cardenas,17.9583,-102.2,66.94,65,0,4.63,MX,1613824573
379,dingle,10.9995,122.6711,72.93,79,100,11.61,PH,1613824676
380,leningradskiy,69.3833,178.4167,-12.55,88,100,9.28,RU,1613824678
381,farafangana,-22.8167,47.8333,84.65,75,16,12.53,MG,1613825273
382,koslan,63.4564,48.8989,-11.25,89,100,4.27,RU,1613825273
383,ricardo palma,-11.9181,-76.6664,73.0,94,90,12.66,PE,1613825273
384,aklavik,68.2191,-135.0107,-22.0,76,100,1.14,CA,1613824735
385,thunder bay,48.4001,-89.3168,0.0,84,1,4.61,CA,1613824493
386,poum,-20.2333,164.0167,82.83,78,100,8.5,NC,1613824878
387,maniitsoq,65.4167,-52.9,1.96,87,77,4.7,GL,1613824769
388,port-gentil,-0.7193,8.7815,87.8,70,40,6.91,GA,1613824572
389,safranbolu,41.2508,32.6942,36.34,75,55,1.25,TR,1613825274
390,balatonkenese,47.0402,18.1067,42.8,100,75,7.81,HU,1613825274
391,nago,26.5881,127.9761,60.8,58,20,2.3,JP,1613825275
392,marawi,7.9986,124.2928,72.0,92,100,5.99,PH,1613824845
393,porosozero,62.7191,32.727,-2.22,91,100,6.35,RU,1613825275
394,touros,-5.1989,-35.4608,86.0,62,75,12.66,BR,1613824708
395,xihe,31.6864,113.4659,63.25,50,0,12.64,CN,1613825276
396,buenaventura,3.8801,-77.0312,62.01,79,40,1.34,CO,1613825277
397,isangel,-19.55,169.2667,78.8,94,90,7.47,VU,1613824877
398,ajaccio,42.0,8.9167,60.8,72,0,6.91,FR,1613825277
399,dinan,48.4167,-2.25,62.01,51,0,24.16,FR,1613825277
400,esperance,-33.8667,121.9,62.6,72,0,9.22,AU,1613824723
401,santa lucia,27.9117,-15.5407,73.0,43,63,6.91,ES,1613824936
402,petatlan,17.5167,-101.2667,66.45,45,0,3.4,MX,1613825279
403,vitry-le-francois,48.7333,4.5833,62.6,51,0,11.5,FR,1613825279
404,kirovskiy,45.0917,133.5136,6.55,95,100,0.87,RU,1613825279
405,san nicolas,18.1725,120.5953,73.4,60,75,4.61,PH,1613825279
406,kerrville,30.0474,-99.1403,33.01,93,1,8.72,US,1613825279
407,papetoai,-17.4961,-149.8729,78.8,69,90,12.66,PF,1613825279
408,kutum,14.2,24.6667,75.81,17,0,7.61,SD,1613824732
409,banda aceh,5.5577,95.3222,79.57,79,34,14.79,ID,1613825225
410,luderitz,-26.6481,15.1594,72.59,49,0,30.4,NA,1613824786
411,longyearbyen,78.2186,15.6401,23.0,68,40,14.97,SJ,1613824521
412,eyl,7.9803,49.8164,80.2,60,100,24.92,SO,1613825280
413,oranjemund,-28.55,16.4333,68.04,62,0,22.86,NA,1613824703
414,silvan,38.1419,41.0081,44.6,42,75,8.05,TR,1613825282
415,muros,42.7762,-9.0603,57.99,85,100,25.99,ES,1613824928
416,molchanovo,57.5817,83.7692,-14.91,88,100,3.78,RU,1613825282
417,pangnirtung,66.1451,-65.7125,-25.85,75,31,2.01,CA,1613825283
418,puerto escondido,15.85,-97.0667,68.0,94,40,5.75,MX,1613824829
419,san cristobal,7.7669,-72.225,73.4,100,40,2.3,VE,1613824530
420,gazanjyk,39.2446,55.5154,46.69,55,0,13.53,TM,1613825285
421,chara,56.9064,118.2631,-21.39,77,3,1.12,RU,1613824786
422,coquimbo,-29.9533,-71.3436,60.8,82,75,3.44,CL,1613824725
423,san lorenzo,-25.3333,-57.5333,82.4,54,0,4.61,PY,1613825286
424,westport,41.1415,-73.3579,30.2,69,90,11.5,US,1613824704
425,polunochnoye,60.8697,60.4153,-10.57,90,82,2.3,RU,1613825287
426,achutupo,9.2,-77.9833,79.29,82,9,9.22,PA,1613825287
427,westerland,54.9079,8.3033,54.0,81,90,14.97,DE,1613825287
428,poya,-21.35,165.15,79.38,83,100,3.94,NC,1613825288
429,itoman,26.1247,127.6694,59.0,58,20,2.3,JP,1613825288
430,deg,46.8681,18.4504,45.75,76,87,7.36,HU,1613825289
431,sayyan,15.1718,44.3244,67.12,37,57,5.46,YE,1613825289
432,gushikawa,26.3544,127.8686,60.8,44,1,1.81,JP,1613824534
433,sundby,54.864,11.793,46.0,100,99,12.06,DK,1613825289
434,saint-pierre,-21.3393,55.4781,86.0,70,90,5.75,RE,1613824859
435,escalerillas,22.1333,-101.0667,28.4,93,1,1.16,MX,1613825289
436,maneadero,31.7167,-116.5667,52.43,79,0,5.57,MX,1613825289
437,camapua,-19.5314,-54.0439,79.05,56,0,4.34,BR,1613825289
438,brae,60.3964,-1.353,48.2,87,20,8.05,GB,1613824918
439,cairns,-16.9167,145.7667,75.2,94,75,8.05,AU,1613824570
440,barra patuca,15.8,-84.2833,74.79,84,20,8.72,HN,1613825292
441,mirador,-6.3708,-44.3631,81.81,65,39,3.49,BR,1613825292
442,yar-sale,66.8333,70.8333,-25.28,86,100,9.17,RU,1613824772
443,hermanuv mestec,49.9471,15.6649,51.8,62,0,4.61,CZ,1613825292
444,kudahuvadhoo,2.6708,72.8944,81.64,75,19,12.21,MV,1613824893
445,kununurra,-15.7667,128.7333,84.2,41,100,4.61,AU,1613824754
446,gewane,10.1664,40.6453,87.17,39,100,5.95,ET,1613825294
447,casablanca,33.5928,-7.6192,71.6,30,0,16.11,MA,1613825294
448,oum hadjer,13.2954,19.6966,87.57,12,0,5.06,TD,1613825294
449,vrangel,42.7297,133.0839,25.88,84,80,12.73,RU,1613825295
450,grants,35.1473,-107.8514,23.0,74,1,4.61,US,1613824789
451,nyimba,-14.5566,30.8149,80.13,74,100,3.02,ZM,1613825295
452,loreto,22.2667,-101.9667,34.68,83,0,2.28,MX,1613825295
453,paamiut,61.994,-49.6678,8.22,88,49,9.73,GL,1613825295
454,nichinan,31.6,131.3667,59.0,67,20,18.41,JP,1613824731
455,san alberto,7.7611,-73.3922,80.06,58,46,1.97,CO,1613825296
456,berbera,10.4396,45.0143,78.82,63,99,12.03,SO,1613825296
457,aasiaat,68.7098,-52.8699,-8.91,92,100,2.95,GL,1613824793
458,tsabong,-26.0217,22.401,95.11,11,0,5.3,BW,1613825296
459,khatanga,71.9667,102.5,-29.33,84,53,6.78,RU,1613824750
460,tautira,-17.7333,-149.15,75.2,78,100,13.8,PF,1613824770
461,taoudenni,22.6783,-3.9836,93.34,11,5,8.93,ML,1613824758
462,svetlyy,54.675,20.1347,41.0,81,40,6.71,RU,1613825297
463,amarwara,22.3,79.1667,70.36,23,0,6.15,IN,1613825297
464,tlaxco,19.6167,-98.1167,42.53,56,0,1.34,MX,1613825297
465,arlit,18.7369,7.3853,81.27,12,100,1.54,NE,1613824772
466,gra liyia,35.0167,25.6833,60.8,55,20,5.75,GR,1613825297
467,fayaoue,-20.65,166.5333,82.76,78,98,6.76,NC,1613825297
468,nantucket,41.2835,-70.0995,30.99,100,90,13.8,US,1613824902
469,payson,40.0444,-111.7321,39.0,80,40,8.05,US,1613825297
470,bertoua,4.5833,13.6833,100.92,13,96,2.51,CM,1613825299
471,dicabisagan,17.0818,122.4157,69.21,67,100,8.21,PH,1613824880
472,male,4.1748,73.5089,87.8,70,20,11.5,MV,1613825275
473,zhigansk,66.7697,123.3711,-35.18,81,75,3.69,RU,1613824739
474,luena,-11.7833,19.9167,75.81,65,88,11.52,AO,1613825299
475,kantunilkin,21.0917,-87.45,69.8,88,40,11.5,MX,1613825299
476,tacuarembo,-31.7333,-55.9833,74.95,54,0,4.74,UY,1613825299
477,emet,39.343,29.2585,38.37,69,100,1.68,TR,1613825299
478,santa rosa,14.3122,121.1114,77.0,57,40,5.75,PH,1613825300
479,los llanos de aridane,28.6585,-17.9182,68.0,77,40,23.02,ES,1613824759
480,goderich,43.7501,-81.7165,23.0,86,100,10.36,CA,1613824790
481,bani walid,31.7566,13.9942,72.97,18,75,7.58,LY,1613825301
482,padang,-0.9492,100.3543,82.4,78,20,3.44,ID,1613824898
483,awjilah,29.1081,21.2869,67.96,32,16,0.83,LY,1613824884
484,yumen,40.2833,97.2,43.99,43,100,19.62,CN,1613824852
485,parakai,-36.65,174.4333,60.01,94,0,1.01,NZ,1613825303
486,altamira,-3.2033,-52.2064,75.2,94,90,2.3,BR,1613825304
487,yunhe,34.0833,119.7167,58.08,46,0,9.98,CN,1613825305
488,berdigestyakh,62.0989,126.6992,-25.64,83,100,0.27,RU,1613825305
489,puerto leguizamo,-0.1934,-74.7819,77.68,73,64,2.19,CO,1613825305
490,alakurtti,66.9672,30.3491,0.0,81,89,4.0,RU,1613825305
491,waitati,-45.75,170.5667,57.0,86,72,3.0,NZ,1613825305
492,malayal,7.208,121.942,78.8,78,75,1.14,PH,1613825305
493,yeppoon,-23.1333,150.7333,75.2,78,0,4.61,AU,1613825306
494,sebring,27.4956,-81.4409,53.6,76,90,5.75,US,1613825306
495,mato verde,-15.3972,-42.8664,76.57,75,88,3.09,BR,1613825306
496,xinye,32.5186,112.3522,61.97,31,0,10.07,CN,1613825306
497,lakki marwat,32.6079,70.9114,71.38,23,11,5.97,PK,1613825306
498,tomakomai,42.6369,141.6033,30.2,86,75,5.75,JP,1613825013
499,prata,-19.3072,-48.9242,81.43,60,1,4.29,BR,1613825306
500,luangwa,-15.6167,30.4167,82.85,71,100,2.55,ZM,1613825307
501,inongo,-1.95,18.2667,83.1,60,100,2.19,CD,1613824839
502,sao filipe,14.8961,-24.4956,74.5,62,0,5.44,CV,1613825219
503,mitsamiouli,-11.3847,43.2844,78.8,89,75,2.3,KM,1613824757
504,kavieng,-2.5744,150.7967,83.16,81,0,12.93,PG,1613824724
505,san policarpo,12.1791,125.5072,78.4,81,100,23.33,PH,1613825307
506,dauphin,51.1494,-100.0502,15.8,79,90,10.36,CA,1613824931
507,okha,53.5739,142.9478,16.03,96,100,10.11,RU,1613825307
508,belmonte,-15.8631,-38.8828,80.6,74,75,12.66,BR,1613824889
509,astana,51.1801,71.446,3.2,78,0,8.95,KZ,1613825275
510,labuhan,-6.8844,112.2051,78.96,84,99,10.56,ID,1613825309
511,pahrump,36.2083,-115.9839,45.0,39,0,1.01,US,1613825309
512,caravelas,-17.7125,-39.2481,82.83,70,100,10.2,BR,1613824770
513,san angelo,31.4638,-100.437,32.0,86,1,3.44,US,1613825309
514,dire,12.2833,-10.9667,101.7,8,0,7.14,ML,1613825309
515,lima,-12.0432,-77.0282,71.01,94,90,12.66,PE,1613824631
516,baijiantan,45.6333,85.1833,31.55,95,100,3.85,CN,1613825309
517,aykhal,66.0,111.5,-34.22,81,65,4.21,RU,1613824735
518,mehamn,71.0357,27.8492,15.06,84,0,17.22,NO,1613824844
519,vila do maio,15.1333,-23.2167,75.2,57,0,20.71,CV,1613824892
520,bonfim,3.0833,-59.95,81.75,57,86,11.3,BR,1613824922
521,williamsport,41.2412,-77.0011,21.2,68,90,5.75,US,1613825311
522,nome,64.5011,-165.4064,-18.4,76,0,4.47,US,1613824856
523,bubaque,11.2833,-15.8333,80.38,52,97,6.42,GW,1613824861
524,iskateley,67.6803,53.1512,-24.92,85,95,9.17,RU,1613825313
525,seydi,39.4816,62.9137,47.64,48,0,10.63,TM,1613825314
526,miles city,46.4083,-105.8406,21.2,79,90,5.75,US,1613825314
527,verkhoshizhemye,58.011,49.1038,-2.04,92,100,4.29,RU,1613825314
528,botwood,49.1499,-55.3482,14.0,92,75,8.05,CA,1613825314
529,ormara,25.2088,64.6357,76.89,52,0,5.41,PK,1613825314
530,esmeraldas,-19.7625,-44.3139,75.2,78,75,2.3,BR,1613825314
531,miedzyrzec podlaski,51.9864,22.7825,34.56,99,100,5.68,PL,1613825315
532,canutama,-6.5339,-64.3831,75.33,94,100,4.54,BR,1613824726
533,zhangye,38.9342,100.4517,43.47,45,100,3.47,CN,1613825316
534,toktogul,41.8708,72.9402,18.0,86,100,0.58,KG,1613825316
535,hede,33.7681,120.2517,58.33,55,0,11.01,CN,1613825316
536,zalantun,48.0,122.7167,6.94,86,91,1.81,CN,1613825020
537,solnechnyy,50.7214,136.6319,4.23,90,100,6.67,RU,1613825316
538,faro,37.0194,-7.9322,62.6,77,20,17.27,PT,1613825317
539,nikolayevka,53.1257,47.2041,5.05,91,100,3.87,RU,1613825317
540,hirara,24.8,125.2833,64.2,57,25,7.87,JP,1613825035
541,iquitos,-3.7481,-73.2472,75.2,100,75,1.14,PE,1613825318
542,takoradi,4.8845,-1.7554,86.94,64,14,7.67,GH,1613824719
543,kaniama,-7.5667,24.1833,76.91,79,100,7.78,CD,1613825318
544,yeniseysk,58.4497,92.1703,-8.03,90,100,5.32,RU,1613825318
545,ewa beach,21.3156,-158.0072,73.4,83,75,9.31,US,1613825318
546,mwene-ditu,-7.0,23.45,74.88,86,100,5.61,CD,1613825318
547,vestmanna,62.1564,-7.1664,44.6,93,75,11.5,FO,1613824931
548,ketchikan,55.3422,-131.6461,35.6,100,90,8.05,US,1613825319
549,sainte-rose,16.3324,-61.6979,78.8,73,0,11.5,GP,1613825319
550,kassala,15.451,36.4,90.52,18,0,11.59,SD,1613825319
551,vao,-22.6667,167.4833,80.04,85,100,19.24,NC,1613824755
552,le port,-20.9373,55.2919,86.0,70,0,21.85,RE,1613825104
553,kuytun,54.3419,101.5036,-3.87,88,61,13.27,RU,1613825321
554,guadalajara,20.6667,-103.3333,51.01,61,1,2.26,MX,1613825321
555,sola,-13.8833,167.55,83.41,78,100,10.36,VU,1613825322
556,whitefish,48.4111,-114.3376,21.2,86,90,1.05,US,1613825322
557,gornopravdinsk,60.05,69.9,-12.39,89,94,4.76,RU,1613825322
558,birao,10.2849,22.7882,91.6,10,6,9.06,CF,1613825322
559,nanortalik,60.1432,-45.2371,19.04,90,43,12.93,GL,1613825322
560,linxia,35.6003,103.2064,43.32,44,0,5.46,CN,1613825322
561,bambous virieux,-20.3428,57.7575,84.99,74,40,16.11,MU,1613825323
562,kargopol,61.5071,38.9456,-3.89,90,59,1.23,RU,1613825323
563,copiapo,-27.3667,-70.3333,62.6,82,90,4.47,CL,1613824906
564,constitucion,-35.3333,-72.4167,64.85,43,0,1.52,CL,1613824788
565,kangaatsiaq,68.3065,-53.4641,-1.08,92,100,9.93,GL,1613825323
566,huaidian,33.4333,115.0333,59.18,37,0,10.07,CN,1613825323
567,vallenar,-28.5708,-70.7581,70.79,45,0,4.23,CL,1613825323
568,conde,-7.2597,-34.9075,86.0,66,40,11.5,BR,1613825323
569,bowen,-20.0167,148.2333,73.4,94,40,5.75,AU,1613825325
570,dalbandin,28.8947,64.4101,79.52,14,54,9.71,PK,1613825325
571,flinders,-34.5833,150.8552,73.0,87,2,3.0,AU,1613824883
572,san vicente,-26.6167,-54.1333,77.14,54,0,4.63,AR,1613825325
573,shahdadkot,27.8477,67.9055,80.35,15,0,0.43,PK,1613825325
574,piranhas,-16.4269,-51.8222,75.7,88,100,5.39,BR,1613825325
575,hohhot,40.8106,111.6522,44.6,18,100,4.47,CN,1613825287
576,argentan,48.75,-0.0167,62.6,51,0,24.16,FR,1613825326
